Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1988,Séoul,Handball,Handball, Natalia Morskova,Union des républiques socialistes soviétiques,Women,Handball,Bronze
1988,Séoul,Handball,Handball, Elena Nemashkalo,Union des républiques socialistes soviétiques,Women,Handball,Bronze
1988,Séoul,Handball,Handball, Natalya Rusnachenko,Union des républiques socialistes soviétiques,Women,Handball,Bronze
1988,Séoul,Handball,Handball, Olga Semenova,Union des républiques socialistes soviétiques,Women,Handball,Bronze
1988,Séoul,Handball,Handball, Yevgeniya Tovstogan,Union des républiques socialistes soviétiques,Women,Handball,Bronze
1988,Séoul,Handball,Handball, Zinaida Turchina,Union des républiques socialistes soviétiques,Women,Handball,Bronze
1988,Séoul,Handball,Handball, Hyun-Sook Han,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Choon-Rye Kim,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Hyun-Mee Kim,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Kyung-Soon Kim,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Mi-Sook Kim,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Myung-Soon Kim,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Ki-Soon Lee,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Mi-Kyung Lim,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Mi-Ha Son,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Ji-Hyun Song,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Min-Hee Suk,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Kyung-Hwa Sung,"Corée, Sud",Women,Handball,Or
1988,Séoul,Handball,Handball, Kjerstin Andersen,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Berit Digre,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Marthe Eliasson,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Susann Goksor,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Trine Haltvik,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Hanne Hegh,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Hanne Hogness,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Vibeke Johnsen,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Kristin Midthun,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Karin Pettersen,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Karin Singstad,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Annette Skotvoll,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Ingrid Steen,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Heidi Sundal,Norvège,Women,Handball,Argent
1988,Séoul,Handball,Handball, Cathrine Svendsen,Norvège,Women,Handball,Argent
1988,Séoul,Hockey,Hockey, Marc Alexander Benninga,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Floris Jan Bovelander,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Jacques Brinkman,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Maurits Crucq,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Marc Delissen,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Cees Jaan Diepeveen,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Patrick Franciscus Maria Faber,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Franciscus Ronaldus Maria Jansen,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Rene Nico Hubertus Klaassen,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Hendrik Jan Kooijman,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Jan Hidde Kruize,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Frank Leistra,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Erik Robbert Parlevliet,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Gert Jan Schlatmann,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Timotheus Bernardus Steens,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Taco Van Den Honert,Pays-Bas,Men,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Paul Jason Barber,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Steven James Batchelor,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Kulbir Singh Bhaura,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Robert Clift,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Richard David Allan Dodds,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, David Andrew Vince. Faulkner,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Russell Simon Garcia,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Martyn Andrew Grimley,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Sean Robin Kerly,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, James William Kirkwood,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Richard Alexander Leman,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Stephen Alexander. Martin,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Veryan Guy Henry Pappin,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Jonathan Nicholas M. Potter,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Imran Ahmed Khan Sherwani,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Ian Charles Boucher Taylor,Royaume-Uni,Men,Hockey,Or
1988,Séoul,Hockey,Hockey, Stefan Blöcher,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Dirk Brinkmann,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Thomas Brinkmann,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Heiner Dopp,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Hans-Henning Fastrich,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Carsten Fischer,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Tobias Frank,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Volker Fried,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Horst-Ulrich Hanel,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Michael Hilgers,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Andreas Keller,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Michael Metz,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Andreas Mollandin,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Thomas Werner Reck,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Christian Schliemann,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Ekkhard Schmidt-Opper,République fédérale d'allemande,Men,Hockey,Argent
1988,Séoul,Hockey,Hockey, Willemien Aardenburg,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Carina Benninga,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Maria Yolanda C. Bolhuis-Eijsvogel,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Yvonne Buter,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Bernadette De Beus,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Annemieke Fokke,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Eleonoor Wendeline Holsboer,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Helena Johanna Lejeune Van Der Ben,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Elisabeth Anne Marie Lejeune,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Anne Lucia (Anneloes) Nieuwewnhuizen,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Martine Ohr,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Marieke Birgitta Van Doorn,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Aletta Van Manen,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Sophie Pauline Von Weiler,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Laurien Willemse,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Ingrid Imelda Wolff,Pays-Bas,Women,Hockey,Bronze
1988,Séoul,Hockey,Hockey, Tracey Lee Belbin,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Deborah Bowman,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Lee Capes,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Michelle Edith Capes-Hager,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Sally May Carbon,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Elspeth Clement-Denning,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Loretta Dorman,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Maree Fish,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Rechelle Hawkes,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Lorraine Hillas,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Kathleen Anne Partridge,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Sharon Patmore,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Jacqueline Margaret Pereira,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Alexandra Pisani,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Kim Small,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Liane Marianne Tooth,Australie,Women,Hockey,Or
1988,Séoul,Hockey,Hockey, Eun-Jung Chang,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Ki-Hyang Cho,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Choon-Ok Choi,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Eun-Kyung Chung,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Sang-Hyun Chung,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Gum Shil Han,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Ok-Kyung Han,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Keum-Sook Hwang,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Won-Sim Jin,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Mi-Sun Kim,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Soon-Duk Kim,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Young-Sook Kim,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Kye-Sook Lim,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Soon-Ja Park,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Hyo-Sun Seo,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Hockey,Hockey, Kwang-Mi Seo,"Corée, Sud",Women,Hockey,Argent
1988,Séoul,Judo,Judo, Shinji Hosokawa,Japon,Men,- 60 KG,Bronze
1988,Séoul,Judo,Judo, Amiran Totikashvili,Union des républiques socialistes soviétiques,Men,- 60 KG,Bronze
1988,Séoul,Judo,Judo, Jae-Yup Kim,"Corée, Sud",Men,- 60 KG,Or
1988,Séoul,Judo,Judo, Kevin Yoshimi Asano,États-Unis,Men,- 60 KG,Argent
1988,Séoul,Judo,Judo, Yong-Chul Cho,"Corée, Sud",Men,+ 95KG (poids lourd),Bronze
1988,Séoul,Judo,Judo, Grigori Verichev,Union des républiques socialistes soviétiques,Men,+ 95KG (poids lourd),Bronze
1988,Séoul,Judo,Judo, Hitoshi Saito,Japon,Men,+ 95KG (poids lourd),Or
1988,Séoul,Judo,Judo, Henry Stöhr,République démocratique allemande,Men,+ 95KG (poids lourd),Argent
1988,Séoul,Judo,Judo, Bruno Carabetta,France,Men,60 - 65KG (poids semi-léger),Bronze
1988,Séoul,Judo,Judo, Yosuke Yamamoto,Japon,Men,60 - 65KG (poids semi-léger),Bronze
1988,Séoul,Judo,Judo, Kyung-Keun Lee,"Corée, Sud",Men,60 - 65KG (poids semi-léger),Or
1988,Séoul,Judo,Judo, Janusz Pawlowski,Pologne,Men,60 - 65KG (poids semi-léger),Argent
1988,Séoul,Judo,Judo, Michael Lee Swain,États-Unis,Men,65 - 71KG (poids léger),Bronze
1988,Séoul,Judo,Judo, Georgi Tenadze,Union des républiques socialistes soviétiques,Men,65 - 71KG (poids léger),Bronze
1988,Séoul,Judo,Judo, Marc Alexandre,France,Men,65 - 71KG (poids léger),Or
1988,Séoul,Judo,Judo, Sven Loll,République démocratique allemande,Men,65 - 71KG (poids léger),Argent
1988,Séoul,Judo,Judo, Torsten Brechot,République démocratique allemande,Men,71 - 78KG (poids mi-moyen),Bronze
1988,Séoul,Judo,Judo, Bashir Varaev,Union des républiques socialistes soviétiques,Men,71 - 78KG (poids mi-moyen),Bronze
1988,Séoul,Judo,Judo, Waldemar Legien,Pologne,Men,71 - 78KG (poids mi-moyen),Or
1988,Séoul,Judo,Judo, Frank Wieneke,République fédérale d'allemande,Men,71 - 78KG (poids mi-moyen),Argent
1988,Séoul,Judo,Judo, Akinobu Osako,Japon,Men,78 - 86KG (poids moyen),Bronze
1988,Séoul,Judo,Judo, Bernhard Spijkers,Pays-Bas,Men,78 - 86KG (poids moyen),Bronze
1988,Séoul,Judo,Judo, Peter Seisenbacher,Autriche,Men,78 - 86KG (poids moyen),Or
1988,Séoul,Judo,Judo, Vladimir Shestakov,Union des républiques socialistes soviétiques,Men,78 - 86KG (poids moyen),Argent
1988,Séoul,Judo,Judo, Dennis Stewart,Royaume-Uni,Men,86 - 95KG (mi-lourd),Bronze
1988,Séoul,Judo,Judo, Robert Van De Walle,Belgique,Men,86 - 95KG (mi-lourd),Bronze
1988,Séoul,Judo,Judo, Aurelio Miguel Fernandez,Brésil,Men,86 - 95KG (mi-lourd),Or
1988,Séoul,Judo,Judo, Marc Meiling,République fédérale d'allemande,Men,86 - 95KG (mi-lourd),Argent
1988,Séoul,Pentathlon moderne,Pentath moderne., Vakhtang Yagorashvili,Union des républiques socialistes soviétiques,Men,Concours individuel,Bronze
1988,Séoul,Pentathlon moderne,Pentath moderne., Janos Martinek,Hongrie,Men,Concours individuel,Or
1988,Séoul,Pentathlon moderne,Pentath moderne., Carlo Massullo,Italie,Men,Concours individuel,Argent
1988,Séoul,Pentathlon moderne,Pentath moderne., Graham Raymond Brookhouse,Royaume-Uni,Men,Compétition par équipe,Bronze
1988,Séoul,Pentathlon moderne,Pentath moderne., Dominic J.M. Mahony,Royaume-Uni,Men,Compétition par équipe,Bronze
1988,Séoul,Pentathlon moderne,Pentath moderne., Richard Lawson Phelps,Royaume-Uni,Men,Compétition par équipe,Bronze
1988,Séoul,Pentathlon moderne,Pentath moderne., Laszlo Fabian,Hongrie,Men,Compétition par équipe,Or
1988,Séoul,Pentathlon moderne,Pentath moderne., Janos Martinek,Hongrie,Men,Compétition par équipe,Or
1988,Séoul,Pentathlon moderne,Pentath moderne., Attila Mizser,Hongrie,Men,Compétition par équipe,Or
1988,Séoul,Pentathlon moderne,Pentath moderne., Daniele Masala,Italie,Men,Compétition par équipe,Argent
1988,Séoul,Pentathlon moderne,Pentath moderne., Carlo Massullo,Italie,Men,Compétition par équipe,Argent
1988,Séoul,Pentathlon moderne,Pentath moderne., Gianluca Tiberti,Italie,Men,Compétition par équipe,Argent
1988,Séoul,Aviron,Aviron, Sadik Mujkic,République fédérale de Yougoslavie,Men,Paire sans cox (2-),Bronze
1988,Séoul,Aviron,Aviron, Bojan Preseren,République fédérale de Yougoslavie,Men,Paire sans cox (2-),Bronze
1988,Séoul,Aviron,Aviron, Andrew John Holmes,Royaume-Uni,Men,Paire sans cox (2-),Or
1988,Séoul,Aviron,Aviron, Steven Redgrave,Royaume-Uni,Men,Paire sans cox (2-),Or
1988,Séoul,Aviron,Aviron, Danut Dobre,Roumanie,Men,Paire sans cox (2-),Argent
1988,Séoul,Aviron,Aviron, Dragos Neagu,Roumanie,Men,Paire sans cox (2-),Argent
1988,Séoul,Aviron,Aviron, Aleksandr Marchenko,Union des républiques socialistes soviétiques,Men,Double Sculls (2X),Bronze
1988,Séoul,Aviron,Aviron, Vasili Yakusha,Union des républiques socialistes soviétiques,Men,Double Sculls (2X),Bronze
1988,Séoul,Aviron,Aviron, Ronald Florijn,Pays-Bas,Men,Double Sculls (2X),Or
1988,Séoul,Aviron,Aviron, Nico Rienks,Pays-Bas,Men,Double Sculls (2X),Or
1988,Séoul,Aviron,Aviron, Ueli Bodenmann,Suisse,Men,Double Sculls (2X),Argent
1988,Séoul,Aviron,Aviron, Beat Schwerzmann,Suisse,Men,Double Sculls (2X),Argent
1988,Séoul,Aviron,Aviron, Stefka Madina,Bulgarie,Women,Double Sculls (2X),Bronze
1988,Séoul,Aviron,Aviron, Violeta Ninova,Bulgarie,Women,Double Sculls (2X),Bronze
1988,Séoul,Aviron,Aviron, Birgit Peter,République démocratique allemande,Women,Double Sculls (2X),Or
1988,Séoul,Aviron,Aviron, Martina Schröter,République démocratique allemande,Women,Double Sculls (2X),Or
1988,Séoul,Aviron,Aviron, Veronica Cochelea,Roumanie,Women,Double Sculls (2X),Argent
1988,Séoul,Aviron,Aviron, Elisabeta Lipa,Roumanie,Women,Double Sculls (2X),Argent
1988,Séoul,Aviron,Aviron, Seth David Bauer,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, William Douglas Burden,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Jeffrey Dean Mclaughlin,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Peter W. Nordell,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Edward Bickford Patton,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, John A. Pescatore,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, John Dunbar Rusher,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Jonathan S. Smith,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Michael Francis Teti,États-Unis,Men,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Thomas Domain,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Armin Eichholz,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Manfred Willi Klein,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Wolfgang Männig,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Matthias Mellinghaus,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Thomas Möllenkamp,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Bahne Rabe,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Eckhardt Schultz,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Ansgar Wessling,République fédérale d'allemande,Men,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Veniamin But,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Viktor Diduk,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Aleksandr Dumchev,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Pavel Gurkovsky,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Nikolai Komarov,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Aleksandr Lukyanov,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Viktor Omelyanovich,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Vasili Tikhanov,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Andrei Vasiliev,Union des républiques socialistes soviétiques,Men,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Ya-Qin Han,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Yanwen He,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Ya-Dong Hu,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Rong-Hua Li,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Xiao Yang,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Xiang-Hua Zhang,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Ya-Li Zhang,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Shouying Zhou,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Xiu-Hua Zhou,Chine,Women,Huit avec barreur (8+),Bronze
1988,Séoul,Aviron,Aviron, Ramona Balthasar,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Kathrin Haacker,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Anja Kluge,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Daniela Neunast,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Beatrix Schrör,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Uta Stange,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Annegret Strauch,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Ute Wild-Wagner,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Judith Zeidler,République démocratique allemande,Women,Huit avec barreur (8+),Or
1988,Séoul,Aviron,Aviron, Herta Anitas,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Mihaela Armasescu,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Doina Lilian Balan-Snep,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Adriana Bazon,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Olga Homeghi-Bularda,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Veronica Necula,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Ecaterina Oancia,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Rodica Puscatu-Arba,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Marioara Trasca,Roumanie,Women,Huit avec barreur (8+),Argent
1988,Séoul,Aviron,Aviron, Guido Grabow,République fédérale d'allemande,Men,Quatre sans barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Volker Grabow,République fédérale d'allemande,Men,Quatre sans barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Norbert Kesslau,République fédérale d'allemande,Men,Quatre sans barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Jörg Puttlitz,République fédérale d'allemande,Men,Quatre sans barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Ralf Brudel,République démocratique allemande,Men,Quatre sans barreur (4-),Or
1988,Séoul,Aviron,Aviron, Olaf Förster,République démocratique allemande,Men,Quatre sans barreur (4-),Or
1988,Séoul,Aviron,Aviron, Thomas Greiner,République démocratique allemande,Men,Quatre sans barreur (4-),Or
1988,Séoul,Aviron,Aviron, Roland Schröder,République démocratique allemande,Men,Quatre sans barreur (4-),Or
1988,Séoul,Aviron,Aviron, Thomas Robert Bohrer,États-Unis,Men,Quatre sans barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Richard Kennelly,États-Unis,Men,Quatre sans barreur (4-),Argent
1988,Séoul,Aviron,Aviron, David Mattthew Krmpotich,États-Unis,Men,Quatre sans barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Raoul Pedro Rodriguez,États-Unis,Men,Quatre sans barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Andrew Bird,Nouvelle-Zélande,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Gregory Johnston,Nouvelle-Zélande,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, George Keys,Nouvelle-Zélande,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Christopher S. White,Nouvelle-Zélande,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Ian Andrew Wright,Nouvelle-Zélande,Men,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Bernd Eichwurzel,République démocratique allemande,Men,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Frank Klawonn,République démocratique allemande,Men,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Bernd Niesecke,République démocratique allemande,Men,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Hendrik Reiher,République démocratique allemande,Men,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Karsten Schmeling,République démocratique allemande,Men,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Ladislau Lovrenschi,Roumanie,Men,Coquille à quatre cornes avec barreur (4-),Argent
