Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1994,Lillehammer,Ski,Saut à ski, Jinya Nishikata,Japon,Men,Équipe K120 (90M),Argent
1994,Lillehammer,Ski,Saut à ski, Takanobu Okabe,Japon,Men,Équipe K120 (90M),Argent
1994,Lillehammer,Ski,Saut à ski, Dieter Thoma,Allemagne,Men,K90 Individual (70M),Bronze
1994,Lillehammer,Ski,Saut à ski, Espen Bredesen,Norvège,Men,K90 Individual (70M),Or
1994,Lillehammer,Ski,Saut à ski, Lasse Ottesen,Norvège,Men,K90 Individual (70M),Argent
1998,Nagano,Biathlon,Biathlon, Ville Raikkonen,Finlande,Men,10KM,Bronze
1998,Nagano,Biathlon,Biathlon, Ole Einar Bjoerndalen,Norvège,Men,10KM,Or
1998,Nagano,Biathlon,Biathlon, Frode Andresen,Norvège,Men,10KM,Argent
1998,Nagano,Biathlon,Biathlon, Uschi Disl,Allemagne,Women,15KM,Bronze
1998,Nagano,Biathlon,Biathlon, Ekaterina Dafovska,Bulgarie,Women,15KM,Or
1998,Nagano,Biathlon,Biathlon, Olena Petrova,Ukraine,Women,15KM,Argent
1998,Nagano,Biathlon,Biathlon, Aleksei Aidarov,Bélarus,Men,20KM,Bronze
1998,Nagano,Biathlon,Biathlon, Halvard Hanevold,Norvège,Men,20KM,Or
1998,Nagano,Biathlon,Biathlon, Pier Alberto Carrara,Italie,Men,20KM,Argent
1998,Nagano,Biathlon,Biathlon, Vladimir Dratschev,Russie,Men,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Victor Maigourov,Russie,Men,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Pavel Mouslimov,Russie,Men,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Sergei Tarasov,Russie,Men,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Sven Fischer,Allemagne,Men,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Ricco Gross,Allemagne,Men,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Frank Luck,Allemagne,Men,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Peter Sendel,Allemagne,Men,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Dag Bjoerndalen,Norvège,Men,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Ole Einar Bjoerndalen,Norvège,Men,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Egil Gjelland,Norvège,Men,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Halvard Hanevold,Norvège,Men,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Gunn Margit Andreassen,Norvège,Women,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Liv Grete Poiree,Norvège,Women,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Annette Sikveland,Norvège,Women,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Ann Elen Skjelbreid,Norvège,Women,Relais 4X7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Katrin Apel,Allemagne,Women,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Petra Behle-Schaaf,Allemagne,Women,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Uschi Disl,Allemagne,Women,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Martina Zellner,Allemagne,Women,Relais 4X7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Albina Akhatova,Russie,Women,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Galina Koukleva,Russie,Women,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Olga Melnik,Russie,Women,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Olga Romasko,Russie,Women,Relais 4X7.5KM,Argent
1998,Nagano,Biathlon,Biathlon, Katrin Apel,Allemagne,Women,7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon, Galina Koukleva,Russie,Women,7.5KM,Or
1998,Nagano,Biathlon,Biathlon, Uschi Disl,Allemagne,Women,7.5KM,Argent
1998,Nagano,Bobsleigh,Bobsleigh, Emanuel Hostache,France,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Eric Le Chanony,France,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Bruno Mingeon,France,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Max Robert,France,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Paul Attwood,Royaume-Uni,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Sean Olsson,Royaume-Uni,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Courtney Rumbolt,Royaume-Uni,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Dean Ward,Royaume-Uni,Men,Quatre hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Olaf Hampel,Allemagne,Men,Quatre hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, Marco Jakobs,Allemagne,Men,Quatre hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, Christoph Langen,Allemagne,Men,Quatre hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, Markus Zimmermann,Allemagne,Men,Quatre hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, Markus Nuessli,Suisse,Men,Quatre hommes,Argent
1998,Nagano,Bobsleigh,Bobsleigh, Marcel Rohner,Suisse,Men,Quatre hommes,Argent
1998,Nagano,Bobsleigh,Bobsleigh, Beat Seitz,Suisse,Men,Quatre hommes,Argent
1998,Nagano,Bobsleigh,Bobsleigh, Markus Wasser,Suisse,Men,Quatre hommes,Argent
1998,Nagano,Bobsleigh,Bobsleigh, Christoph Langen,Allemagne,Men,Deux hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Markus Zimmermann,Allemagne,Men,Deux hommes,Bronze
1998,Nagano,Bobsleigh,Bobsleigh, Pierre Lueders,Canada,Men,Deux hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, David Maceachern,Canada,Men,Deux hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, Guenther Huber,Italie,Men,Deux hommes,Or
1998,Nagano,Bobsleigh,Bobsleigh, Antonio Tartaglia,Italie,Men,Deux hommes,Or
1998,Nagano,Curling,Curling, Anthon Grimsmo,Norvège,Men,Curling,Bronze
1998,Nagano,Curling,Curling, Stig-Arne Gunnestad,Norvège,Men,Curling,Bronze
1998,Nagano,Curling,Curling, Eigil Ramsfjell,Norvège,Men,Curling,Bronze
1998,Nagano,Curling,Curling, Jan Thoresen,Norvège,Men,Curling,Bronze
1998,Nagano,Curling,Curling, Tore Torvbraaten,Norvège,Men,Curling,Bronze
1998,Nagano,Curling,Curling, Dominic Andres,Suisse,Men,Curling,Or
1998,Nagano,Curling,Curling, Patrick Huerlimann,Suisse,Men,Curling,Or
1998,Nagano,Curling,Curling, Patrik Loertscher,Suisse,Men,Curling,Or
1998,Nagano,Curling,Curling, Daniel Mueller,Suisse,Men,Curling,Or
1998,Nagano,Curling,Curling, Diego Perren,Suisse,Men,Curling,Or
1998,Nagano,Curling,Curling, Mike Harris,Canada,Men,Curling,Argent
1998,Nagano,Curling,Curling, Richard Hart,Canada,Men,Curling,Argent
1998,Nagano,Curling,Curling, George Karrys,Canada,Men,Curling,Argent
1998,Nagano,Curling,Curling, Collin Mitchell,Canada,Men,Curling,Argent
1998,Nagano,Curling,Curling, Paul Savage,Canada,Men,Curling,Argent
1998,Nagano,Curling,Curling, Elisabet Gustafson,Suède,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Margaretha Lindahl,Suède,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Louise Marmont,Suède,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Katarina Nyberg,Suède,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Elisabeth Persson,Suède,Women,Curling,Bronze
1998,Nagano,Curling,Curling, Jan Betker,Canada,Women,Curling,Or
1998,Nagano,Curling,Curling, Atina Ford,Canada,Women,Curling,Or
1998,Nagano,Curling,Curling, Marcia Gudereit,Canada,Women,Curling,Or
1998,Nagano,Curling,Curling, Joan Mccusker,Canada,Women,Curling,Or
1998,Nagano,Curling,Curling, Sandra Schmirler,Canada,Women,Curling,Or
1998,Nagano,Curling,Curling, Jane Bidstrup,Danemark,Women,Curling,Argent
1998,Nagano,Curling,Curling, Dorthe Holm,Danemark,Women,Curling,Argent
1998,Nagano,Curling,Curling, Helena Blach Lavrsen,Danemark,Women,Curling,Argent
1998,Nagano,Curling,Curling, Margit Poertner,Danemark,Women,Curling,Argent
1998,Nagano,Curling,Curling, Trine Qvist,Danemark,Women,Curling,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Aki-Petteri Berg,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Tomas Groenman,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Raimo Helminen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Sami Kapanen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Saku Koivu,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Jari Kurri,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Janne Laukkanen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Jere Lehtinen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Juha Lind,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Jyrki Lumme,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Jarmo Myllys,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Mika Nieminen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Janne Niinimaa,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Teppo Numminen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Ville Peltonen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Kimmo Rintanen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Teemu Selanne,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Ari Sulander,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Jukka Tammi,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Esa Tikkanen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Kimmo Timonen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Antti Toermaenen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Juha Ylonen,Finlande,Men,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Josef Beranek,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jan Caloun,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Roman Cechmanek,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jiri Dopita,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Roman Hamrlik,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Dominik Hasek,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Milan Hejduk,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jaromir Jagr,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Frantisek Kucera,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Robert Lang,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, David Moravec,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Pavel Patera,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Libor Prochazka,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Martin Prochazka,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Robert Reichel,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Martin Rucinsky,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Vladimir Ruzicka,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jiri Slegr,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Richard Smehlik,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jaroslav Spacek,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Martin Straka,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Petr Svoboda,République tchèque,Men,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Pavel Bure,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Valeri Bure,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Oleg Chevtsov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Sergei Fedorov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Sergei Gonchar,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Aleksei Goussarov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Aleksei Jitnik,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Valeri Kamensky,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Darius Kasparaitis,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Andrei Kovalenko,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Igor Kravchuk,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Serguei Krivokrassov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Boris Mironov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Dmitri Mironov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Alexei Morozov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Serguei Nemtchinov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Mikhail Shtalenkov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Guerman Titov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Andrei Trefilov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Alexei Yashin,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Dmitri Yushkevich,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Valeri Zelepoukine,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Alexey Zhamnov,Russie,Men,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Sari Fisk,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Kirsi Hanninen,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Satu Huotari,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Marianne Ihalainen,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Johanna Ikonen,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Sari Krooks,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Emma Laaksonen,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Sanna Lankosaari,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Katja Lehtd,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Marika Lehtimaki,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Riikka Nieminen,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Marja-Helena Palvila,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Tuula Puputti,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Karoliina Rantamaki,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Tiia Reima,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Katja Riipi,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Paivi Salo,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Maria Selin,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Liisa-Maria Sneck,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Petra Vaarakallio,Finlande,Women,Hockey sur glace,Bronze
1998,Nagano,Hockey sur glace,Hockey sur glace, Chris Bailey,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Laurie Baker,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Alana Blahoski,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Lisa Brown-Miller,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Karyn Bye,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Colleen Coyne,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Sara Decosta,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Tricia Dunn-Luoma,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Cammi Granato,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Katie King,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Shelley Looney,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Sue Merz,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Allison Mleczko,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Tara Mounsey,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Vicki Movsessian,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jenny Potter,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Angela Ruggiero,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Sarah Tueting,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Gretchen Ulion,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Sandra Whyte,États-Unis,Women,Hockey sur glace,Or
1998,Nagano,Hockey sur glace,Hockey sur glace, Jennifer Botterill,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Therese Brisson,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Cassie Campbell,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Judy Diduck,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Nancy Drolet,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Lori Dupuis,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Danielle Goyette,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Geraldine Heaney,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Jayna Hefford,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Becky Kellar,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Katheryn Mccormack,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Karen Nystrom,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Lesley Reddon,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Manon Rheaume,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Laura Schuler,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Fiona Smith,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, France St-Louis,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Vicky Sunohara,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Hayley Wickenheiser,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Hockey sur glace,Hockey sur glace, Stacy Wilson,Canada,Women,Hockey sur glace,Argent
1998,Nagano,Luge,Luge, Mark Grimmette,États-Unis,Men,Doubles,Bronze
1998,Nagano,Luge,Luge, Brian Martin,États-Unis,Men,Doubles,Bronze
1998,Nagano,Luge,Luge, Jan Behrendt,Allemagne,Men,Doubles,Or
1998,Nagano,Luge,Luge, Stefan Krausse,Allemagne,Men,Doubles,Or
1998,Nagano,Luge,Luge, Gordon Sheer,États-Unis,Men,Doubles,Argent
1998,Nagano,Luge,Luge, Chris Thorpe,États-Unis,Men,Doubles,Argent
1998,Nagano,Luge,Luge, Jens Mueller,Allemagne,Men,Célibataires,Bronze
1998,Nagano,Luge,Luge, Georg Hackl,Allemagne,Men,Célibataires,Or
1998,Nagano,Luge,Luge, Armin Zoeggeler,Italie,Men,Célibataires,Argent
1998,Nagano,Luge,Luge, Angelika Neuner,Autriche,Women,Célibataires,Bronze
1998,Nagano,Luge,Luge, Silke Kraushaar,Allemagne,Women,Célibataires,Or
1998,Nagano,Luge,Luge, Barbara Niedernhuber,Allemagne,Women,Célibataires,Argent
1998,Nagano,Patinage,Patinage artistique, Marina Anissina,France,Women,Danse sur glace,Bronze
1998,Nagano,Patinage,Patinage artistique, Gwendal Peizerat,France,Men,Danse sur glace,Bronze
1998,Nagano,Patinage,Patinage artistique, Pasha Grischuk,Russie,Women,Danse sur glace,Or
1998,Nagano,Patinage,Patinage artistique, Evgeny Platov,Russie,Men,Danse sur glace,Or
1998,Nagano,Patinage,Patinage artistique, Anjelika Krylova,Russie,Women,Danse sur glace,Argent
1998,Nagano,Patinage,Patinage artistique, Oleg Ovsyannikov,Russie,Men,Danse sur glace,Argent
1998,Nagano,Patinage,Patinage artistique, Philippe Candeloro,France,Men,Individuel,Bronze
1998,Nagano,Patinage,Patinage artistique, Ilia Kulik,Russie,Men,Individuel,Or
1998,Nagano,Patinage,Patinage artistique, Elvis Stojko,Canada,Men,Individuel,Argent
1998,Nagano,Patinage,Patinage artistique, Lu Chen,Chine,Women,Individuel,Bronze
1998,Nagano,Patinage,Patinage artistique, Tara Lipinski,États-Unis,Women,Individuel,Or
1998,Nagano,Patinage,Patinage artistique, Michelle Kwan,États-Unis,Women,Individuel,Argent
1998,Nagano,Patinage,Patinage artistique, Ingo Steuer,Allemagne,Men,Paires,Bronze
1998,Nagano,Patinage,Patinage artistique, Mandy Wotzel,Allemagne,Women,Paires,Bronze
1998,Nagano,Patinage,Patinage artistique, Artur Dmitriyev,Russie,Men,Paires,Or
1998,Nagano,Patinage,Patinage artistique, Oksana Kazakova,Russie,Women,Paires,Or
1998,Nagano,Patinage,Patinage artistique, Elena Berezhnaya,Russie,Women,Paires,Argent
1998,Nagano,Patinage,Patinage artistique, Anton Sikharulidze,Russie,Men,Paires,Argent
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Eric Bedard,Canada,Men,1000M,Bronze
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Dong-Sung Kim,"Corée, Sud",Men,1000M,Or
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, JiaJun Li,Chine,Men,1000M,Argent
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Hye-Kyung Won,"Corée, Sud",Women,1000M,Bronze
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Lee-Kyung Chun,"Corée, Sud",Women,1000M,Or
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Yang Yang (S),Chine,Women,1000M,Argent
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Christine Boudrias,Canada,Women,Relais 3000M,Bronze
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Isabelle Charest,Canada,Women,Relais 3000M,Bronze
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Annie Perreault,Canada,Women,Relais 3000M,Bronze
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Tania Vicent,Canada,Women,Relais 3000M,Bronze
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Sang-Mi An,"Corée, Sud",Women,Relais 3000M,Or
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Lee-Kyung Chun,"Corée, Sud",Women,Relais 3000M,Or
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Yun-Mi Kim,"Corée, Sud",Women,Relais 3000M,Or
1998,Nagano,Patinage,Patinage de vitesse sur piste courte, Hye-Kyung Won,"Corée, Sud",Women,Relais 3000M,Or
